dateTime,open,high,low,close,volume
2021-06-01 10:11:00.0,15622.05,15622.55,15610.0,15616.65,46350
2021-06-01 10:12:00.0,15617.0,15625.7,15616.0,15619.95,25275
2021-06-01 10:13:00.0,15619.95,15624.0,15615.35,15615.35,10425
2021-06-01 10:14:00.0,15615.0,15617.35,15610.85,15611.85,20400
2021-06-01 10:15:00.0,15612.0,15613.55,15601.1,15607.85,56100
2021-06-01 10:16:00.0,15607.5,15607.5,15595.1,15600.5,70575
2021-06-01 10:17:00.0,15600.4,15605.0,15596.15,15596.55,38325
2021-06-01 10:18:00.0,15596.55,15599.1,15587.05,15587.05,49275
2021-06-01 10:19:00.0,15587.25,15594.65,15586.15,15591.8,29700
2021-06-01 10:20:00.0,15591.2,15591.2,15576.9,15581.9,66450
2021-06-01 10:21:00.0,15581.95,15583.15,15566.0,15567.1,73875
2021-06-01 10:22:00.0,15569.45,15569.45,15569.45,15569.45,53325
2021-06-01 10:23:00.0,15565.0,15583.95,15561.0,15577.25,52875
2021-06-01 10:24:00.0,15577.8,15585.0,15575.0,15582.65,46725
2021-06-01 10:25:00.0,15582.65,15584.45,15576.1,15581.0,20700
2021-06-01 10:26:00.0,15579.6,15591.0,15579.6,15591.0,26175
2021-06-01 10:27:00.0,15594.0,15603.95,15592.0,15603.8,37275
2021-06-01 10:28:00.0,15603.0,15604.9,15598.3,15604.9,41775
2021-06-01 10:29:00.0,15604.9,15605.9,15598.0,15602.95,33150
2021-06-01 10:30:00.0,15602.95,15608.25,15600.55,15600.55,37725
2021-06-01 10:31:00.0,15600.95,15601.1,15591.35,15592.55,18225
2021-06-01 10:32:00.0,15592.55,15596.9,15591.4,15595.55,15525
2021-06-01 10:33:00.0,15596.6,15601.8,15595.45,15600.0,12150
2021-06-01 10:34:00.0,15599.65,15601.5,15595.45,15600.05,18225
2021-06-01 10:35:00.0,15600.05,15614.4,15600.05,15614.4,29625
2021-06-01 10:36:00.0,15614.4,15614.45,15604.0,15606.5,14025
2021-06-01 10:37:00.0,15603.7,15609.8,15603.3,15603.3,9600
2021-06-01 10:38:00.0,15603.25,15609.65,15602.3,15604.55,6975
2021-06-01 10:39:00.0,15605.15,15607.75,15595.0,15596.05,17550
2021-06-01 10:40:00.0,15596.05,15597.35,15587.85,15588.3,34050
2021-06-01 10:41:00.0,15588.3,15594.4,15585.95,15590.8,20475
2021-06-01 10:42:00.0,15590.8,15592.25,15586.05,15590.0,7200
2021-06-01 10:43:00.0,15590.0,15592.5,15588.05,15590.3,5775
2021-06-01 10:44:00.0,15590.3,15592.0,15585.65,15590.3,8100
2021-06-01 10:45:00.0,15591.8,15591.8,15591.8,15591.8,25275
2021-06-01 10:46:00.0,15587.3,15601.65,15585.95,15599.55,12675
2021-06-01 10:47:00.0,15602.8,15607.4,15600.0,15606.2,11325
2021-06-01 10:48:00.0,15604.95,15605.6,15601.05,15605.6,7950
2021-06-01 10:49:00.0,15605.6,15606.0,15598.25,15598.25,5550
2021-06-01 10:50:00.0,15598.25,15605.0,15596.8,15603.95,9825
2021-06-01 10:51:00.0,15603.95,15604.75,15595.0,15595.0,6525
2021-06-01 10:52:00.0,15595.0,15599.45,15595.0,15595.1,5550
2021-06-01 10:53:00.0,15595.95,15596.6,15590.05,15592.6,6525
2021-06-01 10:54:00.0,15591.0,15597.55,15590.05,15593.5,8550
2021-06-01 10:55:00.0,15593.6,15595.75,15591.05,15591.6,5325
2021-06-01 10:56:00.0,15591.6,15597.3,15589.5,15595.75,7800
2021-06-01 10:57:00.0,15595.75,15598.75,15592.0,15593.0,3750
2021-06-01 10:58:00.0,15593.0,15594.3,15591.0,15592.0,2925
2021-06-01 10:59:00.0,15592.0,15594.0,15590.0,15590.0,9450
2021-06-01 11:00:00.0,15590.4,15590.4,15590.4,15590.4,9375
2021-06-01 11:01:00.0,15596.45,15600.0,15595.0,15600.0,7200
2021-06-01 11:02:00.0,15600.0,15603.35,15595.0,15597.8,5250
2021-06-01 11:03:00.0,15597.8,15597.8,15593.0,15593.95,3900
2021-06-01 11:04:00.0,15593.95,15596.2,15590.65,15593.0,4050
2021-06-01 11:05:00.0,15593.0,15596.0,15592.2,15594.8,2475
2021-06-01 11:06:00.0,15594.8,15596.0,15588.4,15592.0,7200
2021-06-01 11:07:00.0,15592.0,15594.15,15584.0,15584.5,11250
2021-06-01 11:08:00.0,15584.5,15589.0,15580.2,15580.2,9675
2021-06-01 11:09:00.0,15580.2,15587.8,15580.2,15580.6,9150
2021-06-01 11:10:00.0,15580.6,15586.2,15576.0,15581.25,21675
2021-06-01 11:11:00.0,15581.25,15581.25,15575.0,15575.5,11400
2021-06-01 11:12:00.0,15575.0,15579.5,15573.05,15578.15,7350
2021-06-01 11:13:00.0,15577.9,15577.9,15566.2,15569.8,20925
2021-06-01 11:14:00.0,15569.8,15577.0,15568.05,15576.15,11400
2021-06-01 11:15:00.0,15576.15,15579.9,15568.4,15578.65,18300
2021-06-01 11:16:00.0,15578.0,15589.95,15578.0,15584.75,22125
2021-06-01 11:17:00.0,15584.95,15586.0,15579.75,15582.9,9000
2021-06-01 11:18:00.0,15582.9,15582.9,15575.15,15577.95,8025
2021-06-01 11:19:00.0,15577.95,15580.7,15575.0,15578.65,5325
2021-06-01 11:20:00.0,15578.65,15581.95,15575.05,15577.75,6675
2021-06-01 11:21:00.0,15577.75,15578.65,15571.0,15571.4,12450
2021-06-01 11:22:00.0,15571.25,15578.95,15569.5,15578.95,8475
2021-06-01 11:23:00.0,15578.95,15580.0,15575.0,15579.05,9600
2021-06-01 11:24:00.0,15579.05,15582.0,15577.0,15580.95,6600
2021-06-01 11:25:00.0,15581.0,15589.9,15580.6,15586.5,15000
2021-06-01 11:26:00.0,15586.0,15586.85,15582.35,15583.7,4125
2021-06-01 11:27:00.0,15583.7,15585.45,15581.6,15581.6,4875
2021-06-01 11:28:00.0,15581.6,15585.0,15576.55,15585.0,5925
2021-06-01 11:29:00.0,15585.0,15592.8,15584.0,15592.8,12450
2021-06-01 11:30:00.0,15592.0,15597.3,15590.0,15593.85,16200
2021-06-01 11:31:00.0,15593.85,15593.85,15586.05,15586.05,5400
2021-06-01 11:32:00.0,15586.05,15591.5,15586.05,15587.0,3600
2021-06-01 11:33:00.0,15587.0,15591.25,15587.0,15589.6,4125
2021-06-01 11:34:00.0,15590.95,15590.95,15582.4,15583.0,6900
2021-06-01 11:35:00.0,15583.75,15585.8,15581.0,15585.65,4650
2021-06-01 11:36:00.0,15585.65,15585.65,15578.55,15578.55,10125
2021-06-01 11:37:00.0,15578.0,15578.3,15576.0,15576.0,6600
2021-06-01 11:38:00.0,15576.45,15578.05,15572.15,15572.15,8400
2021-06-01 11:39:00.0,15572.15,15574.5,15559.85,15560.45,160500
2021-06-01 11:40:00.0,15560.4,15569.35,15558.55,15566.95,30000
2021-06-01 11:41:00.0,15567.7,15573.35,15564.0,15564.0,22650
2021-06-01 11:42:00.0,15564.0,15570.0,15564.0,15570.0,11475
2021-06-01 11:43:00.0,15570.95,15572.95,15563.2,15563.2,11550
2021-06-01 11:44:00.0,15563.5,15566.4,15560.3,15563.9,21150
2021-06-01 11:45:00.0,15561.6,15569.9,15560.2,15564.95,19875
2021-06-01 11:46:00.0,15565.0,15565.0,15555.85,15558.0,28200
2021-06-01 11:47:00.0,15558.0,15558.0,15551.0,15557.1,25500
2021-06-01 11:48:00.0,15558.25,15561.8,15552.0,15559.2,37575
2021-06-01 11:49:00.0,15559.2,15562.0,15555.1,15555.1,23775
2021-06-01 11:50:00.0,15556.0,15556.5,15551.0,15554.35,15525
2021-06-01 11:51:00.0,15553.4,15559.95,15552.0,15559.25,21525
2021-06-01 11:52:00.0,15559.95,15561.95,15557.55,15559.05,22800
2021-06-01 11:53:00.0,15559.05,15567.7,15559.05,15565.95,31800
2021-06-01 11:54:00.0,15565.0,15572.05,15565.0,15569.9,19275
2021-06-01 11:55:00.0,15570.0,15574.5,15568.75,15572.0,13950
2021-06-01 11:56:00.0,15572.25,15573.9,15567.0,15570.8,9300
2021-06-01 11:57:00.0,15571.9,15572.5,15565.05,15566.35,7275
2021-06-01 11:58:00.0,15565.5,15569.35,15563.7,15568.0,6525
2021-06-01 11:59:00.0,15568.0,15570.35,15566.0,15568.65,6525
2021-06-01 12:00:00.0,15570.0,15570.85,15565.6,15567.95,10575
2021-06-01 12:01:00.0,15567.95,15568.75,15561.1,15563.85,13950
2021-06-01 12:02:00.0,15565.0,15568.55,15562.55,15564.1,15525
2021-06-01 12:03:00.0,15563.3,15572.9,15563.3,15570.95,39225
2021-06-01 12:04:00.0,15570.9,15578.0,15570.9,15576.25,19500
2021-06-01 12:05:00.0,15577.9,15584.95,15576.55,15584.4,25500
2021-06-01 12:06:00.0,15584.4,15585.8,15580.0,15583.65,18600
2021-06-01 12:07:00.0,15582.95,15585.0,15579.5,15581.3,16050
2021-06-01 12:08:00.0,15581.3,15585.0,15581.3,15583.25,12225
2021-06-01 12:09:00.0,15583.25,15585.0,15578.1,15579.4,19425
2021-06-01 12:10:00.0,15579.4,15585.0,15579.4,15585.0,10350
2021-06-01 12:11:00.0,15585.0,15591.45,15585.0,15586.3,26925
2021-06-01 12:12:00.0,15586.3,15587.0,15583.75,15586.95,9225
2021-06-01 12:13:00.0,15586.95,15595.0,15585.0,15595.0,20700
2021-06-01 12:14:00.0,15595.0,15595.0,15589.0,15594.35,16650
2021-06-01 12:15:00.0,15594.35,15598.75,15590.55,15595.0,20100
2021-06-01 12:16:00.0,15593.35,15598.45,15592.55,15593.95,18150
2021-06-01 12:17:00.0,15593.7,15593.7,15593.7,15593.7,38625
2021-06-01 12:18:00.0,15600.0,15605.0,15598.0,15603.05,20025
2021-06-01 12:19:00.0,15603.9,15608.15,15600.65,15602.8,23250
2021-06-01 12:20:00.0,15602.85,15603.6,15597.1,15597.1,13275
2021-06-01 12:21:00.0,15598.3,15598.3,15588.8,15589.3,30150
2021-06-01 12:22:00.0,15590.0,15591.9,15583.5,15583.55,14700
2021-06-01 12:23:00.0,15583.55,15588.9,15583.55,15586.0,13500
2021-06-01 12:24:00.0,15586.8,15588.65,15584.0,15586.0,7425
2021-06-01 12:25:00.0,15587.5,15587.5,15587.5,15587.5,14325
2021-06-01 12:26:00.0,15584.95,15584.95,15584.95,15584.95,13200
2021-06-01 12:27:00.0,15589.75,15590.5,15586.0,15588.0,11625
2021-06-01 12:28:00.0,15588.0,15592.95,15585.0,15585.0,8625
2021-06-01 12:29:00.0,15585.0,15587.25,15578.15,15579.5,20400
2021-06-01 12:30:00.0,15580.95,15587.0,15579.95,15584.75,15450
2021-06-01 12:31:00.0,15585.2,15592.4,15584.95,15587.95,7950
2021-06-01 12:32:00.0,15589.75,15589.75,15589.75,15589.75,5550
2021-06-01 12:33:00.0,15592.35,15597.2,15591.0,15597.2,10950
2021-06-01 12:34:00.0,15597.2,15600.9,15596.75,15596.8,11400
2021-06-01 12:35:00.0,15597.0,15604.75,15596.95,15601.55,10800
2021-06-01 12:36:00.0,15601.55,15604.15,15595.45,15597.8,9750
2021-06-01 12:37:00.0,15597.8,15604.25,15597.8,15600.0,7875
2021-06-01 12:38:00.0,15600.0,15605.25,15600.0,15602.55,6375
2021-06-01 12:39:00.0,15602.55,15607.95,15602.4,15607.75,10500
2021-06-01 12:40:00.0,15607.75,15613.3,15603.2,15603.65,26400
2021-06-01 12:41:00.0,15603.6,15606.3,15600.3,15600.65,15975
2021-06-01 12:42:00.0,15600.0,15602.35,15597.05,15597.9,14700
2021-06-01 12:43:00.0,15597.9,15600.0,15596.35,15598.4,7875
2021-06-01 12:44:00.0,15598.4,15598.4,15591.95,15593.0,9000
2021-06-01 12:45:00.0,15593.0,15599.95,15593.0,15599.0,7500
2021-06-01 12:46:00.0,15599.2,15605.0,15597.05,15597.05,11100
2021-06-01 12:47:00.0,15597.05,15600.0,15595.15,15598.45,9000
2021-06-01 12:48:00.0,15598.45,15600.0,15596.0,15597.5,11925
2021-06-01 12:49:00.0,15597.5,15603.45,15597.5,15603.45,5175
2021-06-01 12:50:00.0,15603.45,15608.0,15601.5,15604.0,8475
2021-06-01 12:51:00.0,15604.0,15606.8,15602.5,15605.1,6000
2021-06-01 12:52:00.0,15605.1,15605.1,15598.6,15598.6,7200
2021-06-01 12:53:00.0,15600.0,15601.5,15597.0,15598.0,5700
2021-06-01 12:54:00.0,15598.0,15599.9,15595.1,15595.8,11550
2021-06-01 12:55:00.0,15595.8,15605.0,15595.8,15605.0,6750
2021-06-01 12:56:00.0,15605.0,15607.5,15603.55,15603.55,6450
2021-06-01 12:57:00.0,15602.05,15610.25,15602.05,15608.5,15300
2021-06-01 12:58:00.0,15608.4,15609.5,15601.4,15604.0,7500
2021-06-01 12:59:00.0,15604.0,15608.7,15601.25,15608.7,5175
2021-06-01 13:00:00.0,15608.9,15612.0,15607.75,15608.9,8850
2021-06-01 13:01:00.0,15608.9,15608.9,15604.25,15606.0,5625
2021-06-01 13:02:00.0,15606.0,15606.7,15602.5,15606.7,6750
2021-06-01 13:03:00.0,15606.7,15607.15,15602.15,15605.8,4575
2021-06-01 13:04:00.0,15604.5,15608.0,15603.1,15604.45,7950
2021-06-01 13:05:00.0,15604.45,15604.5,15598.0,15598.4,7575
2021-06-01 13:06:00.0,15598.4,15599.0,15592.1,15595.6,12150
2021-06-01 13:07:00.0,15595.6,15605.0,15594.05,15604.55,5250
2021-06-01 13:08:00.0,15604.55,15605.55,15600.0,15600.3,4650
2021-06-01 13:09:00.0,15601.3,15604.6,15598.0,15603.25,7800
2021-06-01 13:10:00.0,15602.4,15607.0,15601.9,15604.95,10050
2021-06-01 13:11:00.0,15604.95,15607.55,15601.0,15602.0,7050
2021-06-01 13:12:00.0,15602.0,15603.55,15598.0,15600.5,4950
2021-06-01 13:13:00.0,15600.5,15608.75,15600.5,15607.9,10350
2021-06-01 13:14:00.0,15607.0,15610.8,15606.05,15608.0,6825
2021-06-01 13:15:00.0,15608.0,15612.4,15607.05,15608.0,13200
2021-06-01 13:16:00.0,15607.05,15607.05,15600.0,15603.1,14475
2021-06-01 13:17:00.0,15603.1,15610.9,15603.05,15607.95,8550
2021-06-01 13:18:00.0,15607.0,15608.4,15605.0,15607.9,5250
2021-06-01 13:19:00.0,15608.0,15609.0,15604.0,15609.0,4425
2021-06-01 13:20:00.0,15609.0,15623.9,15609.0,15621.5,72225
2021-06-01 13:21:00.0,15620.0,15631.25,15620.0,15625.65,58725
2021-06-01 13:22:00.0,15626.0,15629.55,15624.0,15627.5,15975
2021-06-01 13:23:00.0,15627.0,15631.65,15626.75,15628.5,16875
2021-06-01 13:24:00.0,15630.0,15630.0,15630.0,15630.0,27450
2021-06-01 13:25:00.0,15633.0,15635.0,15627.0,15630.6,22650
2021-06-01 13:26:00.0,15630.0,15637.95,15629.35,15636.05,21975
2021-06-01 13:27:00.0,15636.05,15637.95,15627.0,15627.05,13050
2021-06-01 13:28:00.0,15628.0,15628.0,15628.0,15628.0,11175
2021-06-01 13:29:00.0,15627.0,15631.1,15626.8,15627.1,9150
2021-06-01 13:30:00.0,15631.0,15637.95,15629.0,15630.35,40350
2021-06-01 13:31:00.0,15630.35,15633.9,15626.55,15628.25,6900
2021-06-01 13:32:00.0,15628.25,15632.9,15627.35,15631.95,9225
2021-06-01 13:33:00.0,15629.35,15630.9,15625.0,15625.0,9450
2021-06-01 13:34:00.0,15625.5,15629.85,15622.45,15624.1,10725
2021-06-01 13:35:00.0,15624.1,15628.8,15621.5,15628.0,18825
2021-06-01 13:36:00.0,15628.1,15632.95,15626.45,15627.25,15975
2021-06-01 13:37:00.0,15628.0,15630.45,15625.0,15625.8,12225
2021-06-01 13:38:00.0,15625.8,15630.75,15625.0,15628.0,10350
2021-06-01 13:39:00.0,15628.0,15628.0,15623.55,15624.35,7725
2021-06-01 13:40:00.0,15623.1,15629.0,15623.1,15628.35,8925
2021-06-01 13:41:00.0,15627.0,15629.9,15625.8,15629.9,10425
2021-06-01 13:42:00.0,15629.9,15631.05,15626.45,15630.45,6900
2021-06-01 13:43:00.0,15630.45,15633.0,15628.75,15630.9,6825
2021-06-01 13:44:00.0,15631.3,15633.5,15630.0,15632.9,11250
2021-06-01 13:45:00.0,15632.75,15635.0,15628.0,15628.05,14400
2021-06-01 13:46:00.0,15629.8,15631.9,15628.1,15629.8,7425
2021-06-01 13:47:00.0,15630.0,15631.75,15628.2,15629.2,6450
2021-06-01 13:48:00.0,15629.2,15640.0,15627.55,15638.0,21975
2021-06-01 13:49:00.0,15638.95,15639.0,15635.25,15637.0,16950
2021-06-01 13:50:00.0,15638.4,15639.95,15633.55,15637.95,7200
2021-06-01 13:51:00.0,15637.95,15640.0,15636.2,15640.0,7500
2021-06-01 13:52:00.0,15640.0,15649.95,15640.0,15645.5,48075
2021-06-01 13:53:00.0,15647.75,15649.75,15645.35,15645.95,20625
2021-06-01 13:54:00.0,15645.95,15653.85,15645.05,15651.95,52350
2021-06-01 13:55:00.0,15650.6,15654.4,15650.5,15651.5,20400
2021-06-01 13:56:00.0,15652.95,15652.95,15644.15,15646.15,23175
2021-06-01 13:57:00.0,15646.5,15647.9,15642.7,15642.75,8175
2021-06-01 13:58:00.0,15641.4,15643.0,15638.0,15638.25,14625
2021-06-01 13:59:00.0,15638.25,15638.25,15630.25,15630.25,18000
2021-06-01 14:00:00.0,15630.25,15630.25,15601.1,15610.0,60000
2021-06-01 14:01:00.0,15610.45,15616.95,15607.5,15609.0,34875
2021-06-01 14:02:00.0,15608.0,15608.3,15586.55,15598.0,67275
2021-06-01 14:03:00.0,15598.0,15599.0,15590.0,15595.35,43125
2021-06-01 14:04:00.0,15594.4,15598.0,15578.4,15579.85,46575
2021-06-01 14:05:00.0,15580.7,15591.9,15571.45,15591.9,55800
2021-06-01 14:06:00.0,15590.2,15599.2,15587.0,15598.0,27675
2021-06-01 14:07:00.0,15599.0,15599.0,15585.0,15585.0,16650
2021-06-01 14:08:00.0,15585.0,15593.5,15582.25,15588.0,21675
2021-06-01 14:09:00.0,15587.75,15592.0,15583.35,15583.35,18300
2021-06-01 14:10:00.0,15583.0,15591.45,15582.25,15587.4,13425
2021-06-01 14:11:00.0,15587.3,15593.9,15586.6,15593.0,7425
2021-06-01 14:12:00.0,15593.0,15599.0,15590.25,15597.0,25050
2021-06-01 14:13:00.0,15596.0,15599.95,15592.8,15595.8,17025
2021-06-01 14:14:00.0,15595.8,15599.0,15591.0,15591.0,13050
2021-06-01 14:15:00.0,15591.4,15605.0,15590.0,15605.0,16275
2021-06-01 14:16:00.0,15604.9,15604.9,15595.45,15600.0,12450
2021-06-01 14:17:00.0,15599.75,15602.75,15597.85,15600.0,6150
2021-06-01 14:18:00.0,15600.0,15603.0,15598.9,15600.9,4800
2021-06-01 14:19:00.0,15600.9,15603.75,15596.4,15596.4,7425
2021-06-01 14:20:00.0,15596.4,15597.45,15590.3,15592.7,8550
2021-06-01 14:21:00.0,15592.7,15595.0,15590.0,15591.0,10200
2021-06-01 14:22:00.0,15591.0,15594.4,15590.9,15592.5,3675
2021-06-01 14:23:00.0,15594.55,15613.4,15593.7,15609.05,28650
2021-06-01 14:24:00.0,15609.05,15612.8,15607.75,15610.55,10650
2021-06-01 14:25:00.0,15610.55,15619.3,15607.6,15617.7,19875
2021-06-01 14:26:00.0,15618.0,15619.0,15611.2,15612.0,6600
2021-06-01 14:27:00.0,15612.5,15616.0,15611.0,15616.0,8250
2021-06-01 14:28:00.0,15615.95,15616.75,15613.1,15614.0,9075
2021-06-01 14:29:00.0,15614.0,15618.75,15612.05,15612.05,16350
2021-06-01 14:30:00.0,15612.1,15625.0,15612.1,15623.15,20625
2021-06-01 14:31:00.0,15623.0,15624.05,15615.85,15617.95,8325
2021-06-01 14:32:00.0,15617.95,15620.0,15615.3,15617.25,5400
2021-06-01 14:33:00.0,15615.2,15615.9,15607.3,15607.3,10125
2021-06-01 14:34:00.0,15607.3,15611.9,15603.0,15603.0,14475
2021-06-01 14:35:00.0,15603.3,15613.8,15602.4,15612.75,13800
2021-06-01 14:36:00.0,15612.75,15614.25,15609.55,15610.7,5025
2021-06-01 14:37:00.0,15610.7,15622.0,15610.7,15618.35,10950
2021-06-01 14:38:00.0,15619.65,15622.0,15616.15,15616.15,6975
2021-06-01 14:39:00.0,15616.15,15618.25,15610.75,15612.95,5550
2021-06-01 14:40:00.0,15612.95,15619.45,15612.95,15615.0,4875
2021-06-01 14:41:00.0,15615.0,15618.15,15613.0,15617.4,3150
2021-06-01 14:42:00.0,15617.4,15618.25,15610.0,15610.5,5475
2021-06-01 14:43:00.0,15610.5,15615.0,15610.0,15614.8,9075
2021-06-01 14:44:00.0,15614.8,15616.0,15610.05,15611.2,7575
2021-06-01 14:45:00.0,15611.2,15615.0,15606.8,15608.0,13275
2021-06-01 14:46:00.0,15607.25,15613.0,15606.0,15610.1,10575
2021-06-01 14:47:00.0,15610.85,15616.7,15610.15,15613.15,7575
2021-06-01 14:48:00.0,15613.15,15619.85,15613.0,15619.8,9150
2021-06-01 14:49:00.0,15619.0,15619.0,15619.0,15619.0,5775
2021-06-01 14:50:00.0,15614.0,15615.3,15610.5,15614.9,6225
2021-06-01 14:51:00.0,15614.9,15617.9,15612.0,15613.0,6600
2021-06-01 14:52:00.0,15613.0,15613.0,15610.0,15611.0,5400
2021-06-01 14:53:00.0,15611.0,15613.1,15609.1,15612.75,11700
2021-06-01 14:54:00.0,15611.45,15612.0,15609.1,15609.8,8175
2021-06-01 14:55:00.0,15609.8,15612.6,15607.0,15609.0,11625
2021-06-01 14:56:00.0,15607.1,15608.45,15602.0,15607.05,12825
2021-06-01 14:57:00.0,15605.3,15610.0,15604.0,15609.55,7425
2021-06-01 14:58:00.0,15609.95,15615.8,15609.95,15613.65,19950
2021-06-01 14:59:00.0,15613.85,15613.85,15605.6,15607.35,15375
2021-06-01 15:00:00.0,15606.9,15610.8,15602.8,15608.75,19350
2021-06-01 15:01:00.0,15609.55,15615.85,15609.05,15611.6,35250
2021-06-01 15:02:00.0,15613.3,15614.85,15608.55,15609.3,21975
2021-06-01 15:03:00.0,15610.1,15615.2,15608.85,15614.95,22425
2021-06-01 15:04:00.0,15615.0,15617.8,15611.1,15613.0,16275
2021-06-01 15:05:00.0,15614.65,15615.65,15608.0,15608.65,23100
2021-06-01 15:06:00.0,15608.9,15612.9,15605.0,15606.4,19425
2021-06-01 15:07:00.0,15604.7,15607.2,15601.1,15602.0,30075
2021-06-01 15:08:00.0,15602.45,15603.0,15595.3,15595.3,34350
2021-06-01 15:09:00.0,15595.3,15603.4,15595.3,15602.35,26250
2021-06-01 15:10:00.0,15602.35,15615.0,15601.05,15614.45,33075
2021-06-01 15:11:00.0,15613.5,15619.0,15612.85,15618.3,47850
2021-06-01 15:12:00.0,15619.0,15620.95,15615.7,15618.0,33225
2021-06-01 15:13:00.0,15618.0,15620.6,15615.5,15616.8,38850
2021-06-01 15:14:00.0,15616.4,15620.0,15616.4,15619.0,42900
2021-06-01 15:15:00.0,15618.9,15621.6,15618.1,15620.35,38550
2021-06-01 15:16:00.0,15620.5,15621.65,15618.0,15620.55,26175
2021-06-01 15:17:00.0,15620.6,15623.95,15619.1,15622.95,38700
2021-06-01 15:18:00.0,15622.6,15623.15,15620.0,15621.95,25200
2021-06-01 15:19:00.0,15622.0,15625.0,15621.8,15624.35,36450
2021-06-01 15:20:00.0,15624.45,15624.45,15624.45,15624.45,31425
2021-06-01 15:21:00.0,15619.0,15624.1,15618.6,15620.9,30000
